School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2019-2020,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,3,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Children with disabilities,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,3,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,70,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,24,,,Homeless Students,Children with disabilities,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,12,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,223,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,37,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,76,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,25,,,Homeless Students,Children with disabilities,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,85,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,53,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,22,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,27,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,White,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,169,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,25,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,22,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,7,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,Children with disabilities,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,11,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,18,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,16,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,18,,,Homeless Students,White,,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,31,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,9,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,70,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,9,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,20,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,17,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,20,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,53,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,11,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300300,Auburn School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,332,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,9,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,42,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,58,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,171,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,226,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,11,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,68,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,43,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,260,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,19,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,37,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300390,Bellevue School District,,,655,Homeless Students Enrolled,16,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,185,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,46,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,12,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,40,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,18,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,121,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,818,Young homeless children served by McKinney-Vento,17,,,Homeless Students,,,Age birth through 5 (not kindergarten),,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,166,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5300001,Enumclaw School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,622,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,215,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,147,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,27,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Children with disabilities,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,7,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,19,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,27,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2019-2020,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,106,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,185,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,64,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,80,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,65,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,67,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,446,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,103,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302820,Federal Way School District,,,655,Homeless Students Enrolled,32,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,79,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,22,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,32,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,11,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,14,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,17,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,57,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,19,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5302880,Fife School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,1480,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,30,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,117,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,254,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,269,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,578,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,698,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,68,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,139,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,655,Homeless Students Enrolled,174,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5303540,Highline School District,,,818,Young homeless children served by McKinney-Vento,69,,,Homeless Students,,,Age birth through 5 (not kindergarten),,,
