Year,Grade Level,Topic,Measure,Breakout,Breakout Value,% of students County,CI +/- County,% of students State,CI +/- State
2021,12,Violence and Safety,Gangs at School,Not Enough Money for Food in Past Year,No,34.2%,2.0%,32.8%,1.4%
2021,12,Violence and Safety,Gangs at School,Not Enough Money for Food in Past Year,Yes,28.3%,8.6%,29.3%,4.6%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly A's,3.1%,1.3%,5.4%,1.3%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly B's,10.3%,3.9%,11.2%,2.4%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly C's,11.6%,5.5%,13.3%,3.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly D's/F's,22.6%,11.3%,15.0%,4.4%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Gender Identity,Male,5.2%,1.9%,8.1%,1.5%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Gender Identity,Female,8.3%,2.5%,11.1%,1.9%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Heterosexual,6.2%,1.7%,8.7%,1.3%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Gay or Lesbian,14.0%,10.4%,11.8%,6.9%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Bisexual,5.8%,3.9%,10.6%,3.3%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Questioning,12.9%,8.4%,11.8%,5.8%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Asian,4.2%,2.9%,4.0%,2.7%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Black,14.9%,10.2%,13.8%,8.9%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Hispanic,12.2%,7.5%,18.2%,3.5%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,White,6.5%,2.0%,6.4%,1.3%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Multi-race,6.8%,3.6%,10.8%,3.0%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Any Disability,No,4.2%,1.5%,7.4%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Any Disability,Yes,11.3%,3.3%,13.0%,2.4%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Disability,No,5.9%,1.5%,8.9%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Disability,Yes,11.6%,5.7%,10.1%,3.6%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Emotional/Learning Disability,No,4.6%,1.4%,7.4%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Emotional/Learning Disability,Yes,13.1%,4.0%,15.2%,3.0%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Others Think I Have Disability,No,5.8%,1.5%,8.0%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Others Think I Have Disability,Yes,11.0%,4.2%,14.4%,3.4%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Activity Limited by Disability,No,5.7%,1.5%,8.6%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Activity Limited by Disability,Yes,14.4%,5.8%,13.6%,4.1%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Migrant Status,Non-migrant,6.7%,1.5%,9.3%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Migrant Status,Migrant,12.1%,8.4%,13.6%,5.4%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Military Parents,Non-militrary,6.1%,1.5%,8.6%,1.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Military Parents,Military,12.5%,6.1%,12.1%,2.8%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Lost Home Due to Finances,No,6.5%,1.5%,8.9%,1.1%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Lost Home Due to Finances,Yes,11.5%,12.3%,20.3%,9.2%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Not Enough Money for Food in Past Year,No,5.5%,1.4%,8.3%,1.1%
2021,12,Violence and Safety,Missed School Due to Feeling Unsafe,Not Enough Money for Food in Past Year,Yes,25.5%,11.5%,21.2%,6.1%
2021,12,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly A's,1.2%,0.6%,2.3%,0.6%
2021,12,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly B's,2.7%,1.5%,3.6%,1.0%
2021,12,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly C's,2.5%,2.0%,4.5%,1.4%
2021,12,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly D's/F's,7.0%,4.7%,5.0%,1.9%
2021,12,Violence and Safety,Weapon Carrying at School,Gender Identity,Male,2.0%,0.8%,4.3%,0.8%
2021,12,Violence and Safety,Weapon Carrying at School,Gender Identity,Female,1.3%,0.7%,2.0%,0.6%
2021,12,Violence and Safety,Weapon Carrying at School,Gender Identity,Transgender,5.3%,10.0%,8.1%,8.8%
2021,12,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Heterosexual,1.5%,0.6%,3.1%,0.6%
2021,12,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Bisexual,4.5%,2.4%,4.8%,1.6%
2021,12,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Questioning,1.6%,2.1%,2.6%,2.1%
2021,12,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Native American,10.0%,18.6%,6.7%,6.3%
2021,12,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Asian,0.8%,0.9%,1.3%,1.1%
2021,12,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Black,1.9%,2.7%,0.8%,1.5%
2021,12,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Hispanic,1.3%,1.8%,2.0%,0.9%
2021,12,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,White,1.9%,0.8%,3.5%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Multi-race,3.6%,1.9%,4.8%,1.5%
2021,12,Violence and Safety,Weapon Carrying at School,Academic  Failure,Low Risk,1.8%,1.0%,3.1%,0.9%
2021,12,Violence and Safety,Weapon Carrying at School,Academic  Failure,High Risk,2.9%,1.6%,4.2%,1.2%
2021,12,Violence and Safety,Weapon Carrying at School,Low Commitment to School,Low Risk,1.0%,0.9%,2.0%,0.8%
2021,12,Violence and Safety,Weapon Carrying at School,Low Commitment to School,High Risk,3.0%,1.4%,4.6%,1.1%
2021,12,Violence and Safety,Weapon Carrying at School,Poor Family Management,Low Risk,1.1%,0.7%,2.2%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Poor Family Management,High Risk,5.3%,2.6%,7.0%,2.0%
2021,12,Violence and Safety,Weapon Carrying at School,Favorable Attitudes Toward Drug Use,Low Risk,1.6%,1.1%,3.1%,0.9%
2021,12,Violence and Safety,Weapon Carrying at School,Favorable Attitudes Toward Drug Use,High Risk,2.9%,1.4%,3.9%,1.1%
2021,12,Violence and Safety,Weapon Carrying at School,Peers Attitudes Favorable Towards Drug Use,Low Risk,1.7%,1.1%,2.6%,0.8%
2021,12,Violence and Safety,Weapon Carrying at School,Peers Attitudes Favorable Towards Drug Use,High Risk,2.7%,1.4%,4.6%,1.3%
2021,12,Violence and Safety,Weapon Carrying at School,Any Disability,No,0.6%,0.5%,2.0%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Any Disability,Yes,4.1%,2.1%,5.3%,1.6%
2021,12,Violence and Safety,Weapon Carrying at School,Physical Disability,No,1.4%,0.8%,2.6%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Physical Disability,Yes,4.0%,3.5%,5.9%,2.8%
2021,12,Violence and Safety,Weapon Carrying at School,Emotional/Learning Disability,No,0.9%,0.6%,2.3%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Emotional/Learning Disability,Yes,4.4%,2.4%,5.6%,2.0%
2021,12,Violence and Safety,Weapon Carrying at School,Others Think I Have Disability,No,1.1%,0.7%,2.2%,0.6%
2021,12,Violence and Safety,Weapon Carrying at School,Others Think I Have Disability,Yes,4.3%,2.8%,7.2%,2.5%
2021,12,Violence and Safety,Weapon Carrying at School,Physical Activity Limited by Disability,No,1.3%,0.7%,2.7%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Physical Activity Limited by Disability,Yes,5.0%,3.6%,5.6%,2.8%
2021,12,Violence and Safety,Weapon Carrying at School,Migrant Status,Non-migrant,2.0%,0.6%,3.0%,0.5%
2021,12,Violence and Safety,Weapon Carrying at School,Migrant Status,Migrant,0.9%,1.7%,6.8%,2.9%
2021,12,Violence and Safety,Weapon Carrying at School,Military Parents,Non-militrary,1.6%,0.8%,2.8%,0.7%
2021,12,Violence and Safety,Weapon Carrying at School,Military Parents,Military,1.8%,2.5%,3.6%,1.6%
2021,12,Violence and Safety,Weapon Carrying at School,Lost Home Due to Finances,No,1.7%,0.6%,3.1%,0.5%
2021,12,Violence and Safety,Weapon Carrying at School,Lost Home Due to Finances,Yes,8.2%,7.7%,8.5%,4.6%
2021,12,Violence and Safety,Weapon Carrying at School,Not Enough Money for Food in Past Year,No,1.8%,0.6%,2.9%,0.5%
2021,12,Violence and Safety,Weapon Carrying at School,Not Enough Money for Food in Past Year,Yes,3.8%,3.6%,7.1%,2.6%
2021,6,Bullying and Harassment,Bullying,Grades in School,Mostly A's,22.10%,2.20%,27.70%,1.60%
2021,6,Bullying and Harassment,Bullying,Grades in School,Mostly B's,26.90%,2.70%,33.10%,1.80%
2021,6,Bullying and Harassment,Bullying,Grades in School,Mostly C's,35.30%,5.50%,39.60%,3.10%
2021,6,Bullying and Harassment,Bullying,Grades in School,Mostly D's/F's,43.90%,9.10%,43.80%,5.40%
2021,6,Bullying and Harassment,Bullying,Gender Identity,Male,23.90%,2.10%,27.30%,1.40%
2021,6,Bullying and Harassment,Bullying,Gender Identity,Female,27.40%,2.30%,35.40%,1.50%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,Native American,34.00%,9.30%,38.40%,5.30%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,Asian,18.60%,3.30%,23.00%,3.00%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,Black,28.70%,6.60%,31.20%,4.50%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,Hispanic,26.40%,5.00%,27.90%,2.50%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,Pacific Islander,13.00%,9.70%,29.80%,6.90%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,White,26.60%,3.00%,31.40%,2.00%
2021,6,Bullying and Harassment,Bullying,Race/Ethnicity,Multi-race,30.50%,4.60%,38.00%,3.10%
2021,6,Bullying and Harassment,Bullying,Academic  Failure,Low Risk,22.70%,2.00%,28.70%,1.40%
2021,6,Bullying and Harassment,Bullying,Academic  Failure,High Risk,32.70%,2.90%,37.70%,1.70%
2021,6,Bullying and Harassment,Bullying,Low Commitment to School,Low Risk,20.00%,2.10%,26.00%,1.50%
2021,6,Bullying and Harassment,Bullying,Low Commitment to School,High Risk,30.70%,2.20%,35.60%,1.40%
2021,6,Bullying and Harassment,Bullying,Peers Attitudes Favorable Towards Drug Use,Low Risk,23.20%,1.70%,28.60%,1.20%
2021,6,Bullying and Harassment,Bullying,Peers Attitudes Favorable Towards Drug Use,High Risk,36.80%,4.10%,40.80%,2.40%
2021,6,Bullying and Harassment,Bullying,Migrant Status,Non-migrant,25.20%,1.60%,30.50%,1.10%
2021,6,Bullying and Harassment,Bullying,Migrant Status,Migrant,32.90%,5.30%,39.20%,3.00%
2021,6,Bullying and Harassment,Bullying,Military Parents,Non-militrary,24.30%,1.70%,29.30%,1.20%
2021,6,Bullying and Harassment,Bullying,Military Parents,Military,33.50%,4.30%,38.90%,2.30%
2021,8,Bullying and Harassment,Bullying,Grades in School,Mostly A's,14.90%,1.80%,18.50%,1.40%
2021,8,Bullying and Harassment,Bullying,Grades in School,Mostly B's,18.80%,2.70%,23.60%,1.90%
2021,8,Bullying and Harassment,Bullying,Grades in School,Mostly C's,26.10%,4.60%,28.00%,2.80%
2021,8,Bullying and Harassment,Bullying,Grades in School,Mostly D's/F's,24.80%,4.80%,30.90%,3.30%
2021,8,Bullying and Harassment,Bullying,Gender Identity,Male,14.00%,1.90%,17.00%,1.30%
2021,8,Bullying and Harassment,Bullying,Gender Identity,Female,19.60%,2.30%,23.30%,1.60%
2021,8,Bullying and Harassment,Bullying,Gender Identity,Transgender,26.30%,19.80%,45.00%,12.60%
2021,8,Bullying and Harassment,Bullying,Sexual Orientation,Heterosexual,14.80%,1.70%,17.50%,1.20%
2021,8,Bullying and Harassment,Bullying,Sexual Orientation,Gay or Lesbian,34.20%,8.70%,44.20%,5.80%
2021,8,Bullying and Harassment,Bullying,Sexual Orientation,Bisexual,29.80%,4.90%,36.90%,3.40%
2021,8,Bullying and Harassment,Bullying,Sexual Orientation,Questioning,15.30%,4.60%,22.70%,3.90%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,Native American,26.90%,17.10%,30.50%,7.00%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,Asian,13.90%,2.90%,15.90%,3.10%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,Black,15.20%,4.80%,16.00%,4.40%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,Hispanic,15.40%,3.70%,14.90%,2.30%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,Pacific Islander,6.40%,7.00%,22.90%,9.00%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,White,19.70%,2.30%,23.90%,1.50%
2021,8,Bullying and Harassment,Bullying,Race/Ethnicity,Multi-race,21.80%,3.70%,27.60%,2.60%
2021,8,Bullying and Harassment,Bullying,Academic  Failure,Low Risk,17.90%,2.70%,19.20%,1.80%
2021,8,Bullying and Harassment,Bullying,Academic  Failure,High Risk,20.20%,3.00%,27.80%,2.20%
2021,8,Bullying and Harassment,Bullying,Low Commitment to School,Low Risk,10.90%,2.40%,15.60%,1.90%
2021,8,Bullying and Harassment,Bullying,Low Commitment to School,High Risk,23.60%,2.80%,28.30%,2.00%
2021,8,Bullying and Harassment,Bullying,Poor Family Management,Low Risk,15.20%,2.20%,19.90%,1.60%
2021,8,Bullying and Harassment,Bullying,Poor Family Management,High Risk,23.30%,3.70%,28.90%,2.60%
2021,8,Bullying and Harassment,Bullying,Favorable Attitudes Toward Drug Use,Low Risk,16.70%,2.20%,19.80%,1.60%
2021,8,Bullying and Harassment,Bullying,Favorable Attitudes Toward Drug Use,High Risk,22.50%,3.90%,29.90%,2.70%
2021,8,Bullying and Harassment,Bullying,Peers Attitudes Favorable Towards Drug Use,Low Risk,15.70%,2.10%,20.90%,1.60%
2021,8,Bullying and Harassment,Bullying,Peers Attitudes Favorable Towards Drug Use,High Risk,25.80%,4.50%,29.70%,3.00%
2021,8,Bullying and Harassment,Bullying,Any Disability,No,13.60%,2.00%,16.30%,1.40%
2021,8,Bullying and Harassment,Bullying,Any Disability,Yes,34.10%,5.40%,41.60%,3.50%
2021,8,Bullying and Harassment,Bullying,Physical Disability,No,17.40%,2.10%,20.80%,1.40%
2021,8,Bullying and Harassment,Bullying,Physical Disability,Yes,22.10%,8.00%,37.90%,5.90%
2021,8,Bullying and Harassment,Bullying,Emotional/Learning Disability,No,14.70%,2.00%,18.10%,1.40%
2021,8,Bullying and Harassment,Bullying,Emotional/Learning Disability,Yes,41.70%,7.50%,48.70%,4.70%
2021,8,Bullying and Harassment,Bullying,Others Think I Have Disability,No,15.20%,2.00%,18.60%,1.40%
2021,8,Bullying and Harassment,Bullying,Others Think I Have Disability,Yes,41.90%,8.30%,48.50%,5.00%
2021,8,Bullying and Harassment,Bullying,Physical Activity Limited by Disability,No,16.90%,2.00%,20.60%,1.40%
2021,8,Bullying and Harassment,Bullying,Physical Activity Limited by Disability,Yes,32.30%,9.50%,42.60%,6.40%
2021,8,Bullying and Harassment,Bullying,Migrant Status,Non-migrant,17.60%,1.40%,22.00%,1.00%
2021,8,Bullying and Harassment,Bullying,Migrant Status,Migrant,23.50%,5.00%,29.10%,3.30%
2021,8,Bullying and Harassment,Bullying,Military Parents,Non-militrary,16.90%,2.10%,20.30%,1.60%
2021,8,Bullying and Harassment,Bullying,Military Parents,Military,22.30%,5.70%,28.30%,3.10%
2021,8,Bullying and Harassment,Bullying,Lost Home Due to Finances,No,18.10%,1.40%,22.50%,1.00%
2021,8,Bullying and Harassment,Bullying,Lost Home Due to Finances,Yes,29.80%,11.90%,33.50%,7.20%
2021,8,Bullying and Harassment,Bullying,Not Enough Money for Food in Past Year,No,17.10%,1.40%,21.70%,1.00%
2021,8,Bullying and Harassment,Bullying,Not Enough Money for Food in Past Year,Yes,39.50%,9.00%,41.60%,5.20%
2021,8,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly A's,78.40%,3.00%,78.30%,2.10%
2021,8,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly B's,73.70%,4.30%,76.70%,2.70%
2021,8,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly C's,71.20%,7.00%,73.40%,4.00%
2021,8,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly D's/F's,71.90%,7.60%,71.20%,4.60%
2021,8,Bullying and Harassment,Know How to Report Bullying,Gender Identity,Male,76.00%,3.30%,79.30%,2.00%
2021,8,Bullying and Harassment,Know How to Report Bullying,Gender Identity,Female,76.70%,3.50%,76.40%,2.20%
2021,8,Bullying and Harassment,Know How to Report Bullying,Gender Identity,Transgender,71.40%,23.70%,58.10%,17.40%
2021,8,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Heterosexual,77.20%,2.70%,78.70%,1.70%
2021,8,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Gay or Lesbian,75.40%,10.50%,76.80%,7.00%
2021,8,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Bisexual,73.50%,6.70%,72.00%,4.40%
2021,8,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Questioning,72.00%,8.10%,72.30%,5.80%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Native American,75.00%,24.50%,80.80%,8.80%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Asian,76.40%,5.10%,80.10%,4.70%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Black,77.80%,8.60%,76.30%,7.70%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Hispanic,63.10%,7.10%,69.20%,4.10%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Pacific Islander,73.90%,18.00%,79.50%,12.70%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,White,78.30%,3.50%,77.50%,2.10%
2021,8,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Multi-race,75.10%,5.50%,74.30%,3.60%
2021,8,Bullying and Harassment,Know How to Report Bullying,Academic  Failure,High Risk,58.30%,30.40%,75.00%,26.40%
2021,8,Bullying and Harassment,Know How to Report Bullying,Any Disability,No,75.30%,2.60%,77.60%,1.60%
2021,8,Bullying and Harassment,Know How to Report Bullying,Any Disability,Yes,75.10%,5.00%,71.80%,3.20%
2021,8,Bullying and Harassment,Know How to Report Bullying,Physical Disability,No,75.30%,2.30%,76.70%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Physical Disability,Yes,73.10%,8.50%,69.80%,5.60%
2021,8,Bullying and Harassment,Know How to Report Bullying,Emotional/Learning Disability,No,75.10%,2.40%,77.00%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Emotional/Learning Disability,Yes,75.30%,6.60%,70.60%,4.30%
2021,8,Bullying and Harassment,Know How to Report Bullying,Others Think I Have Disability,No,75.20%,2.40%,77.10%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Others Think I Have Disability,Yes,74.60%,7.40%,69.90%,4.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Physical Activity Limited by Disability,No,75.70%,2.30%,76.80%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Physical Activity Limited by Disability,Yes,67.70%,9.50%,68.50%,6.00%
2021,8,Bullying and Harassment,Know How to Report Bullying,Migrant Status,Non-migrant,75.50%,2.30%,76.20%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Migrant Status,Migrant,73.60%,7.90%,75.40%,4.40%
2021,8,Bullying and Harassment,Know How to Report Bullying,Military Parents,Non-militrary,75.80%,2.40%,75.80%,1.70%
2021,8,Bullying and Harassment,Know How to Report Bullying,Military Parents,Military,73.90%,6.00%,78.30%,2.90%
2021,8,Bullying and Harassment,Know How to Report Bullying,Lost Home Due to Finances,No,75.70%,2.30%,76.50%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Lost Home Due to Finances,Yes,60.00%,19.20%,68.90%,10.60%
2021,8,Bullying and Harassment,Know How to Report Bullying,Not Enough Money for Food in Past Year,No,75.80%,2.30%,77.00%,1.50%
2021,8,Bullying and Harassment,Know How to Report Bullying,Not Enough Money for Food in Past Year,Yes,66.70%,12.60%,64.80%,7.40%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly A's,51.70%,3.70%,51.10%,2.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly B's,45.60%,5.00%,48.00%,3.20%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly C's,37.90%,7.50%,45.70%,4.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly D's/F's,37.70%,8.30%,35.50%,4.90%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Gender Identity,Male,51.00%,3.90%,53.80%,2.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Gender Identity,Female,45.30%,4.10%,45.60%,2.60%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Gender Identity,Transgender,38.50%,26.50%,30.00%,16.40%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Heterosexual,50.70%,3.30%,50.20%,2.10%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Gay or Lesbian,41.90%,12.30%,34.80%,7.90%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Bisexual,39.90%,7.50%,39.80%,4.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Questioning,41.20%,9.00%,49.10%,6.60%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Native American,58.30%,27.90%,48.70%,11.10%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Asian,48.10%,6.00%,53.00%,6.00%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Black,51.10%,10.50%,57.60%,8.90%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Hispanic,45.50%,7.40%,48.40%,4.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Pacific Islander,65.20%,19.50%,44.70%,15.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,White,48.70%,4.30%,47.40%,2.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Multi-race,35.70%,6.10%,39.80%,4.00%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Academic  Failure,High Risk,66.70%,29.40%,50.00%,30.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Any Disability,No,50.40%,3.00%,51.40%,2.00%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Any Disability,Yes,33.60%,5.50%,36.90%,3.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Physical Disability,No,48.00%,2.80%,48.30%,1.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Physical Disability,Yes,32.40%,9.00%,42.70%,6.10%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Emotional/Learning Disability,No,49.50%,2.80%,50.20%,1.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Emotional/Learning Disability,Yes,28.30%,6.90%,33.20%,4.40%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Others Think I Have Disability,No,48.30%,2.80%,50.00%,1.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Others Think I Have Disability,Yes,33.80%,8.10%,32.90%,4.70%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Physical Activity Limited by Disability,No,48.10%,2.70%,48.80%,1.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Physical Activity Limited by Disability,Yes,30.10%,9.30%,36.40%,6.20%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Migrant Status,Non-migrant,47.00%,2.70%,48.10%,1.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Migrant Status,Migrant,47.50%,8.90%,44.90%,5.10%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Military Parents,Non-militrary,46.30%,2.90%,48.40%,2.00%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Military Parents,Military,50.50%,6.90%,45.20%,3.50%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Lost Home Due to Finances,No,47.40%,2.70%,47.80%,1.70%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Lost Home Due to Finances,Yes,43.50%,20.30%,41.90%,11.20%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Not Enough Money for Food in Past Year,No,47.50%,2.70%,48.50%,1.80%
2021,8,Bullying and Harassment,School Tries to Stop Bullying,Not Enough Money for Food in Past Year,Yes,37.00%,12.90%,31.90%,7.20%
2021,8,Bullying and Harassment,Sexting,Grades in School,Mostly A's,12.20%,2.40%,12.50%,1.70%
2021,8,Bullying and Harassment,Sexting,Grades in School,Mostly B's,16.40%,3.60%,13.20%,2.20%
2021,8,Bullying and Harassment,Sexting,Grades in School,Mostly C's,19.10%,6.10%,21.00%,3.70%
2021,8,Bullying and Harassment,Sexting,Grades in School,Mostly D's/F's,19.40%,6.70%,24.10%,4.40%
2021,8,Bullying and Harassment,Sexting,Gender Identity,Male,11.00%,2.40%,10.80%,1.50%
2021,8,Bullying and Harassment,Sexting,Gender Identity,Female,17.50%,3.10%,16.80%,2.00%
2021,8,Bullying and Harassment,Sexting,Gender Identity,Transgender,14.30%,18.40%,13.30%,12.20%
2021,8,Bullying and Harassment,Sexting,Sexual Orientation,Heterosexual,13.10%,2.20%,12.20%,1.40%
2021,8,Bullying and Harassment,Sexting,Sexual Orientation,Gay or Lesbian,18.80%,9.60%,25.50%,7.20%
2021,8,Bullying and Harassment,Sexting,Sexual Orientation,Bisexual,24.60%,6.50%,25.40%,4.30%
2021,8,Bullying and Harassment,Sexting,Sexual Orientation,Questioning,12.70%,6.00%,16.50%,4.80%
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,Native American,25.00%,24.50%,12.80%,7.40%
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,Asian,10.30%,3.60%,10.30%,3.60%
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,Black,8.90%,5.90%,12.30%,5.80%
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,Hispanic,15.90%,5.40%,10.30%,2.70%
